order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00129,129,354,CUST_0354,11/26/2023,2023-12-24T14:34:00.000Z,PROD_149,104,7,2,56.86,177.09,524.07,542.90,7.48,12.48,0.00,processing,,credit_card,305 Oak Ave,,TRK775594
ORD_00130,130,134,CUST_0134,11/10/2023,2023-04-23T00:11:00.000Z,PROD_094,190,5,5,252.41,401.12,299.52,811.93,0.00,8.03,16.35,delivered,processing,paypal,8386 Main St,Special delivery instructions,TRK621792
ORD_00131,131,37,CUST_0037,8/20/2023,2023-05-24T00:14:00.000Z,PROD_070,80,7,4,205.62,74.78,1019.19,379.46,20.89,44.67,34.86,SHIPPED,pending,debit_card,2518 Oak Ave,,TRK898819
ORD_00132,132,464,CUST_0464,9/24/2023,2023-01-10T08:21:00.000Z,PROD_133,49,4,5,271.19,17.60,336.18,138.75,10.89,29.65,0.00,returned,SHIPPED,paypal,8845 Pine Rd,,TRK164945
ORD_00133,133,45,CUST_0045,,2023-07-09T20:22:00.000Z,PROD_042,120,7,5,413.21,183.72,333.12,216.93,0.00,10.93,41.91,,,debit_card,2369 Pine Rd,Special delivery instructions,TRK909446
ORD_00134,134,287,CUST_0287,2023-11-17,2023-11-10T12:23:00.000Z,PROD_144,40,9,4,499.53,200.76,478.35,117.17,5.12,21.27,0.00,,,debit_card,7998 Oak Ave,,
ORD_00135,135,115,CUST_0115,7/28/2023,2023-11-01T13:10:00.000Z,PROD_167,76,5,2,38.21,322.98,418.26,640.50,9.07,30.95,33.86,returned,returned,paypal,9299 Oak Ave,Special delivery instructions,TRK297844
ORD_00136,136,133,CUST_0133,2023-08-12,2023-10-21T08:04:00.000Z,PROD_133,125,5,3,358.17,257.77,733.69,477.99,12.41,33.01,0.00,,SHIPPED,debit_card,9872 Pine Rd,Special delivery instructions,TRK417118
ORD_00137,137,194,CUST_0194,5/6/2023,2023-12-16T22:27:00.000Z,PROD_007,86,3,4,66.30,374.55,747.88,801.18,8.78,40.48,0.00,processing,SHIPPED,debit_card,1395 Oak Ave,,TRK449875
ORD_00138,138,458,CUST_0458,2023-04-21,2023-04-04T22:16:00.000Z,PROD_045,159,9,5,58.27,410.74,745.12,138.98,13.93,19.53,40.35,SHIPPED,SHIPPED,paypal,6594 Oak Ave,,
ORD_00139,139,12,CUST_0012,2023-11-08,2023-01-01T17:31:00.000Z,PROD_175,156,3,3,271.62,249.12,502.97,660.26,5.07,12.18,0.00,,delivered,debit_card,2473 Main St,,
ORD_00140,140,320,CUST_0320,2023-09-03,2023-10-15T05:42:00.000Z,PROD_035,16,8,2,68.08,124.42,770.71,573.93,0.00,41.88,0.00,processing,delivered,paypal,2299 Oak Ave,,
ORD_00141,141,479,CUST_0479,1/8/2023,2023-04-19T11:46:00.000Z,PROD_050,39,3,4,307.68,147.44,334.74,431.44,0.00,3.44,0.00,delivered,returned,paypal,2591 Main St,Special delivery instructions,TRK749690
ORD_00142,142,6,CUST_0006,3/9/2023,,PROD_011,122,10,4,274.28,161.16,687.76,638.81,12.18,18.04,0.00,,delivered,paypal,2069 Main St,,
ORD_00143,143,382,CUST_0382,2023-03-25,2023-02-20T03:18:00.000Z,PROD_011,179,9,4,182.21,343.42,190.22,476.95,14.73,19.91,30.81,pending,delivered,paypal,3217 Pine Rd,,TRK585585
ORD_00144,144,234,CUST_0234,,2023-04-07T07:50:00.000Z,PROD_057,35,1,1,463.42,257.45,958.86,317.71,0.00,19.55,0.00,delivered,CANCELLED,bank_transfer,8856 Main St,,TRK587188
ORD_00145,145,170,CUST_0170,8/11/2023,2023-07-12T02:25:00.000Z,PROD_093,105,1,5,131.57,412.14,263.04,614.30,0.00,31.31,0.00,SHIPPED,,credit_card,1491 Oak Ave,,TRK594733
ORD_00146,146,462,CUST_0462,12/15/2023,2023-04-14T15:26:00.000Z,PROD_042,20,7,4,84.22,166.55,878.90,306.51,6.39,31.79,17.05,processing,CANCELLED,paypal,218 Pine Rd,,
ORD_00147,147,38,CUST_0038,2023-11-22,2023-12-23T23:39:00.000Z,PROD_014,97,4,4,443.15,87.11,781.55,153.01,0.00,22.65,0.00,SHIPPED,delivered,paypal,3343 Pine Rd,,
ORD_00148,148,33,CUST_0033,9/23/2023,2023-03-24T22:31:00.000Z,PROD_007,60,5,1,383.77,218.89,736.21,435.40,18.86,15.77,0.00,pending,delivered,credit_card,8246 Main St,,TRK907222
ORD_00149,149,283,CUST_0283,2023-11-23,2023-10-03T23:05:00.000Z,PROD_053,30,10,1,166.20,66.45,908.63,452.01,19.52,33.54,46.21,SHIPPED,processing,bank_transfer,3955 Main St,,TRK545097
ORD_00150,150,27,CUST_0027,3/17/2023,,PROD_186,93,3,5,405.22,78.50,566.93,709.86,7.91,45.04,0.00,SHIPPED,CANCELLED,credit_card,3573 Oak Ave,Special delivery instructions,TRK893604
ORD_00151,151,113,CUST_0113,2023-09-04,,PROD_113,142,5,2,130.47,319.54,244.42,514.55,6.34,34.27,0.00,,SHIPPED,cash,4498 Oak Ave,,TRK377448
ORD_00152,152,400,CUST_0400,2023-06-11,2023-06-12T05:27:00.000Z,PROD_190,151,8,4,120.05,19.40,654.39,44.69,19.09,33.72,0.00,pending,pending,paypal,4584 Pine Rd,,TRK284536
ORD_00153,153,429,CUST_0429,5/13/2023,2023-04-12T15:50:00.000Z,PROD_146,150,1,4,239.63,344.57,261.64,633.45,17.17,28.16,0.00,SHIPPED,processing,cash,780 Pine Rd,,TRK375190
ORD_00154,154,452,CUST_0452,,2023-03-21T02:58:00.000Z,PROD_120,124,5,1,181.93,184.50,484.18,825.49,7.70,20.35,0.00,delivered,delivered,debit_card,8322 Main St,,TRK883009
ORD_00155,155,37,CUST_0037,,2023-08-09T08:52:00.000Z,PROD_187,32,9,3,384.63,273.73,464.92,190.25,0.00,17.86,0.00,processing,processing,paypal,1707 Main St,,TRK461082
ORD_00156,156,108,CUST_0108,10/4/2023,2023-01-27T21:54:00.000Z,PROD_053,103,4,2,472.98,315.65,1017.27,236.61,12.41,34.39,0.00,pending,processing,credit_card,2053 Main St,,
ORD_00157,157,311,CUST_0311,7/21/2023,2023-04-27T22:20:00.000Z,PROD_050,163,4,1,387.12,278.48,108.67,734.47,13.17,26.69,0.00,,pending,cash,7868 Main St,,TRK237432
ORD_00158,158,399,CUST_0399,1/14/2023,2023-03-11T15:59:00.000Z,PROD_011,186,4,5,235.69,410.26,64.47,634.25,0.00,51.37,0.00,processing,SHIPPED,debit_card,4090 Main St,,
ORD_00159,159,3,CUST_0003,8/6/2023,,PROD_016,170,5,4,82.52,264.07,458.29,487.50,0.00,9.83,0.00,,returned,cash,8583 Pine Rd,,TRK503694
ORD_00160,160,171,CUST_0171,,2023-06-27T11:49:00.000Z,PROD_146,166,9,4,149.96,371.41,484.35,209.69,24.88,34.75,17.13,,,credit_card,4962 Pine Rd,,TRK811119
ORD_00161,161,61,CUST_0061,2023-09-30,2023-07-25T20:07:00.000Z,PROD_016,191,2,3,184.41,178.31,619.50,635.23,0.00,47.54,0.00,processing,processing,credit_card,257 Pine Rd,,TRK980539
ORD_00162,162,16,CUST_0016,11/6/2023,2023-12-01T19:46:00.000Z,PROD_100,97,7,3,481.07,197.32,699.24,453.27,23.08,14.07,0.00,,delivered,debit_card,6943 Oak Ave,,
ORD_00163,163,11,CUST_0011,9/27/2023,2023-07-03T22:49:00.000Z,PROD_163,103,4,2,83.86,99.69,689.87,180.18,7.97,2.88,0.00,processing,pending,paypal,8804 Pine Rd,Special delivery instructions,TRK737557
ORD_00164,164,334,CUST_0334,9/16/2023,,PROD_030,9,9,5,350.56,15.66,91.37,767.56,0.00,30.86,13.51,SHIPPED,returned,cash,9650 Main St,,TRK566127
ORD_00165,165,29,CUST_0029,4/27/2023,,PROD_141,196,8,1,437.51,233.49,198.84,389.57,16.83,39.60,0.00,returned,CANCELLED,cash,9865 Pine Rd,,
ORD_00166,166,438,CUST_0438,8/17/2023,2023-03-24T01:34:00.000Z,PROD_200,2,9,5,287.95,183.64,167.39,794.63,11.29,46.25,0.00,,returned,credit_card,9979 Oak Ave,Special delivery instructions,
ORD_00167,167,328,CUST_0328,2023-04-26,2023-01-16T11:51:00.000Z,PROD_129,67,6,1,317.47,394.68,661.42,721.48,0.00,35.04,36.39,returned,CANCELLED,cash,2132 Oak Ave,,TRK398029
ORD_00168,168,106,CUST_0106,9/24/2023,2023-02-27T14:16:00.000Z,PROD_043,69,8,4,344.27,23.41,354.14,392.12,13.81,26.06,48.13,SHIPPED,returned,debit_card,2491 Pine Rd,,
ORD_00169,169,253,CUST_0253,2023-09-21,2023-04-30T19:35:00.000Z,PROD_195,1,9,4,139.64,368.42,948.85,598.31,5.83,35.78,24.32,CANCELLED,delivered,bank_transfer,8204 Pine Rd,Special delivery instructions,TRK630479
ORD_00170,170,297,CUST_0297,2023-06-12,2023-11-28T07:41:00.000Z,PROD_072,73,2,2,180.03,378.61,535.12,602.35,7.12,6.76,0.00,SHIPPED,,credit_card,8637 Oak Ave,,
ORD_00171,171,136,CUST_0136,2/19/2023,2023-07-06T07:20:00.000Z,PROD_002,51,4,2,305.62,193.91,438.69,279.27,7.04,29.78,0.00,delivered,returned,debit_card,4741 Main St,,
ORD_00172,172,383,CUST_0383,2023-02-13,2023-05-16T03:50:00.000Z,PROD_021,131,6,4,146.30,201.44,1005.35,511.52,14.88,20.40,27.08,,CANCELLED,credit_card,359 Pine Rd,,
ORD_00173,173,432,CUST_0432,10/13/2023,2023-09-17T15:56:00.000Z,PROD_069,129,3,5,254.07,242.94,90.62,87.85,20.24,22.34,0.00,pending,pending,bank_transfer,3412 Oak Ave,,
ORD_00174,174,245,CUST_0245,10/14/2023,2023-08-27T05:41:00.000Z,PROD_162,137,5,1,92.55,108.06,51.47,763.15,11.46,3.90,32.85,SHIPPED,SHIPPED,debit_card,9715 Oak Ave,,TRK582877
ORD_00175,175,132,CUST_0132,2023-02-28,2023-07-03T20:23:00.000Z,PROD_092,53,9,1,69.99,153.22,320.36,192.28,0.00,32.50,0.00,returned,pending,paypal,6673 Oak Ave,,TRK205704
ORD_00176,176,80,CUST_0080,2023-01-22,2023-11-23T11:08:00.000Z,PROD_069,43,10,1,308.50,414.45,669.67,388.42,21.28,24.35,19.15,CANCELLED,processing,cash,6033 Pine Rd,,TRK373247
ORD_00177,177,229,CUST_0229,2023-04-08,2023-01-20T08:17:00.000Z,PROD_036,162,10,3,95.22,220.07,945.48,603.61,20.05,32.06,0.00,pending,delivered,paypal,6074 Pine Rd,,
ORD_00178,178,154,CUST_0154,3/9/2023,,PROD_145,194,9,2,449.55,180.78,569.94,490.56,12.34,24.62,45.64,delivered,CANCELLED,cash,231 Oak Ave,,
ORD_00179,179,308,CUST_0308,2023-09-03,,PROD_048,200,3,5,312.64,91.15,442.36,94.47,0.00,17.63,0.00,CANCELLED,processing,credit_card,8926 Main St,,TRK623412
ORD_00180,180,325,CUST_0325,3/26/2023,2023-08-20T08:02:00.000Z,PROD_104,85,3,3,124.91,195.61,215.16,255.48,23.24,40.95,0.00,pending,pending,paypal,2597 Main St,,TRK724246
ORD_00181,181,495,CUST_0495,9/5/2023,2023-09-13T18:14:00.000Z,PROD_027,67,2,3,325.05,192.72,245.52,210.00,0.00,44.70,0.00,SHIPPED,processing,bank_transfer,946 Oak Ave,,TRK673230
ORD_00182,182,53,CUST_0053,,2023-01-19T07:55:00.000Z,PROD_078,167,4,3,422.57,403.10,940.10,225.93,9.10,37.58,0.00,delivered,pending,cash,902 Oak Ave,,TRK571479
ORD_00183,183,261,CUST_0261,2023-08-19,2023-05-25T20:20:00.000Z,PROD_091,96,4,1,268.09,30.02,652.79,436.38,23.93,48.69,0.00,CANCELLED,processing,cash,2436 Pine Rd,,TRK472995
ORD_00184,184,301,CUST_0301,2023-11-30,,PROD_172,20,4,1,498.12,56.48,222.33,627.04,0.00,14.02,0.00,returned,processing,cash,6467 Oak Ave,Special delivery instructions,TRK528116
ORD_00185,185,249,CUST_0249,,,PROD_134,161,3,2,496.90,233.09,500.53,406.73,18.38,46.14,0.00,returned,,bank_transfer,6460 Oak Ave,Special delivery instructions,TRK598009
ORD_00186,186,237,CUST_0237,5/9/2023,2023-07-03T09:17:00.000Z,PROD_025,174,1,1,381.15,271.83,413.09,124.16,0.00,7.17,0.00,delivered,SHIPPED,credit_card,6474 Main St,Special delivery instructions,
ORD_00187,187,238,CUST_0238,2023-01-12,2023-01-19T12:03:00.000Z,PROD_140,70,3,4,341.71,249.81,353.56,287.20,0.00,50.26,40.89,delivered,processing,debit_card,6407 Main St,,
ORD_00188,188,85,CUST_0085,8/14/2023,2023-02-22T14:55:00.000Z,PROD_134,47,4,2,427.35,366.92,684.25,507.57,13.03,4.73,0.00,SHIPPED,,paypal,9856 Oak Ave,Special delivery instructions,
ORD_00189,189,494,CUST_0494,2023-07-10,,PROD_177,175,9,2,70.91,105.09,648.63,635.54,23.74,33.44,0.00,CANCELLED,CANCELLED,cash,3408 Main St,,
ORD_00190,190,284,CUST_0284,5/10/2023,,PROD_097,162,10,5,445.67,180.80,1024.54,556.29,0.00,15.67,0.00,SHIPPED,,paypal,7586 Pine Rd,Special delivery instructions,TRK512040
ORD_00191,191,215,CUST_0215,2023-12-15,2023-02-17T09:34:00.000Z,PROD_035,120,7,3,472.50,323.61,272.57,257.47,12.80,23.16,0.00,returned,returned,cash,5244 Pine Rd,,
ORD_00192,192,5,CUST_0005,,2023-08-07T07:59:00.000Z,PROD_116,83,1,4,314.77,125.87,466.59,204.63,0.00,5.77,0.00,returned,pending,paypal,1592 Oak Ave,,
ORD_00193,193,26,CUST_0026,2023-08-21,,PROD_077,112,5,2,303.08,392.05,433.74,208.78,6.35,4.66,23.00,pending,pending,credit_card,3952 Main St,,TRK487383
ORD_00194,194,339,CUST_0339,,2023-07-03T22:25:00.000Z,PROD_182,180,7,3,423.14,391.17,621.00,503.38,9.42,27.22,23.19,CANCELLED,returned,cash,5414 Pine Rd,,TRK390966
ORD_00195,195,183,CUST_0183,4/2/2023,2023-02-01T08:19:00.000Z,PROD_093,131,5,4,399.42,332.75,727.53,566.24,14.28,9.02,0.00,delivered,returned,bank_transfer,200 Main St,,TRK199549
ORD_00196,196,193,CUST_0193,6/23/2023,2023-10-08T00:19:00.000Z,PROD_169,4,2,1,194.19,327.77,924.14,65.25,12.02,36.71,0.00,CANCELLED,delivered,bank_transfer,714 Oak Ave,,TRK148137
ORD_00197,197,22,CUST_0022,5/19/2023,2023-10-10T03:36:00.000Z,PROD_027,48,6,1,456.64,40.73,354.32,555.02,23.96,10.78,0.00,CANCELLED,returned,cash,9933 Oak Ave,,
ORD_00198,198,437,CUST_0437,4/20/2023,2023-06-20T08:37:00.000Z,PROD_020,160,10,4,194.35,94.82,435.74,630.06,15.30,25.95,0.00,returned,delivered,paypal,4610 Main St,,TRK525771
ORD_00199,199,290,CUST_0290,4/25/2023,2023-08-08T16:45:00.000Z,PROD_188,90,9,1,289.95,51.55,941.23,662.67,8.69,40.40,24.58,,delivered,paypal,5823 Main St,,TRK642897
ORD_00200,200,308,CUST_0308,1/13/2023,,PROD_129,151,6,3,372.22,287.42,549.07,732.85,23.18,14.93,0.00,SHIPPED,,credit_card,8276 Pine Rd,,TRK177943
ORD_00201,201,16,CUST_0016,1/28/2023,2023-10-01T08:55:00.000Z,PROD_084,137,5,4,442.59,102.61,639.92,63.80,20.95,15.01,0.00,SHIPPED,SHIPPED,paypal,7738 Main St,,TRK619373
ORD_00202,202,121,CUST_0121,2023-03-02,2023-05-08T10:25:00.000Z,PROD_179,60,1,5,367.76,87.42,176.99,753.18,15.55,39.18,11.51,CANCELLED,pending,credit_card,1440 Pine Rd,Special delivery instructions,TRK594428
ORD_00203,203,275,CUST_0275,11/15/2023,2023-04-13T18:39:00.000Z,PROD_159,186,5,1,304.85,336.46,461.01,437.64,21.37,41.66,0.00,,delivered,cash,5421 Pine Rd,,TRK364533
ORD_00204,204,11,CUST_0011,2023-10-05,2023-04-26T16:37:00.000Z,PROD_078,84,1,1,93.79,276.76,725.51,411.47,11.21,12.71,0.00,returned,pending,bank_transfer,1364 Pine Rd,Special delivery instructions,TRK816285
ORD_00205,205,172,CUST_0172,2023-10-01,2023-06-03T19:07:00.000Z,PROD_043,158,9,4,42.23,369.57,104.57,559.44,0.00,45.42,38.40,returned,returned,credit_card,1286 Pine Rd,,TRK749026
ORD_00206,206,132,CUST_0132,10/18/2023,2023-02-01T22:17:00.000Z,PROD_069,193,9,1,330.84,328.34,662.89,561.79,21.08,37.49,0.00,pending,pending,bank_transfer,5511 Pine Rd,,
ORD_00207,207,35,CUST_0035,1/14/2023,,PROD_105,37,10,2,37.12,411.23,797.93,349.39,13.59,34.11,0.00,processing,delivered,bank_transfer,1951 Oak Ave,,
ORD_00208,208,146,CUST_0146,12/5/2023,2023-05-17T11:45:00.000Z,PROD_196,45,2,3,414.31,157.10,414.28,500.58,0.00,50.30,37.73,,SHIPPED,credit_card,9786 Main St,,
ORD_00209,209,360,CUST_0360,3/11/2023,2023-10-22T01:04:00.000Z,PROD_038,83,1,2,379.68,225.98,1044.87,246.64,0.00,4.08,0.00,returned,,credit_card,4191 Pine Rd,,
ORD_00210,210,16,CUST_0016,4/20/2023,,PROD_127,85,5,2,114.86,66.97,91.80,736.77,0.00,23.99,0.00,pending,delivered,cash,6863 Main St,,TRK875275
ORD_00211,211,238,CUST_0238,2023-06-18,2023-03-09T22:33:00.000Z,PROD_189,196,3,3,13.64,292.43,778.13,556.49,10.20,48.11,0.00,pending,SHIPPED,bank_transfer,8265 Oak Ave,,TRK383673
ORD_00212,212,85,CUST_0085,2023-06-25,2023-11-04T02:09:00.000Z,PROD_128,55,8,1,154.68,363.60,663.30,709.29,0.00,17.68,0.00,CANCELLED,delivered,credit_card,8569 Pine Rd,,TRK627076
ORD_00213,213,36,CUST_0036,2023-08-16,2023-03-24T23:51:00.000Z,PROD_143,126,6,4,389.29,371.98,597.23,575.05,13.44,2.48,0.00,CANCELLED,SHIPPED,paypal,316 Oak Ave,,
ORD_00214,214,339,CUST_0339,11/11/2023,,PROD_157,186,10,4,191.44,311.54,1031.70,798.86,19.06,17.19,3.03,returned,SHIPPED,debit_card,344 Oak Ave,,TRK731638
ORD_00215,215,58,CUST_0058,2023-04-05,2023-04-16T20:28:00.000Z,PROD_093,162,10,2,495.09,221.53,201.98,471.48,18.38,30.80,41.25,processing,returned,credit_card,2304 Main St,,
ORD_00216,216,224,CUST_0224,5/17/2023,,PROD_042,185,10,3,291.11,141.94,100.52,506.43,10.47,21.86,0.00,returned,processing,debit_card,9811 Pine Rd,,TRK382216
ORD_00217,217,14,CUST_0014,5/21/2023,2023-10-13T13:43:00.000Z,PROD_014,95,8,5,48.70,167.05,54.93,705.47,0.00,32.86,0.00,,CANCELLED,debit_card,1467 Main St,,TRK487637
ORD_00218,218,44,CUST_0044,6/20/2023,2023-10-08T09:58:00.000Z,PROD_175,154,10,2,389.46,98.84,714.35,337.09,6.92,28.87,30.96,processing,CANCELLED,credit_card,2783 Oak Ave,Special delivery instructions,TRK454342
ORD_00219,219,64,CUST_0064,,2023-03-28T12:27:00.000Z,PROD_121,101,5,4,54.83,272.60,593.03,718.37,21.79,44.76,1.18,SHIPPED,returned,paypal,3016 Pine Rd,,TRK531404
ORD_00220,220,246,CUST_0246,2023-11-24,,PROD_077,43,3,1,493.20,334.93,450.49,600.03,21.92,29.85,30.89,CANCELLED,,cash,1134 Pine Rd,,
ORD_00221,221,196,CUST_0196,5/23/2023,2023-02-19T02:25:00.000Z,PROD_006,45,10,3,117.68,339.28,471.90,355.43,6.66,5.19,0.00,returned,SHIPPED,cash,1883 Main St,Special delivery instructions,TRK597192
ORD_00222,222,53,CUST_0053,9/25/2023,2023-04-03T22:12:00.000Z,PROD_195,158,9,1,25.02,347.98,197.37,274.07,14.93,3.59,0.00,returned,processing,paypal,3149 Main St,,
ORD_00223,223,332,CUST_0332,2023-03-10,2023-02-08T23:30:00.000Z,PROD_101,145,5,3,330.28,263.64,623.93,556.41,18.70,14.85,0.00,processing,,cash,4650 Oak Ave,,
ORD_00224,224,375,CUST_0375,2023-09-21,2023-05-17T05:36:00.000Z,PROD_177,27,8,2,406.81,147.62,439.62,195.87,0.00,25.27,0.00,returned,processing,debit_card,625 Pine Rd,Special delivery instructions,
ORD_00225,225,279,CUST_0279,8/18/2023,2023-12-01T09:10:00.000Z,PROD_185,148,3,5,139.41,37.64,1016.27,576.07,24.39,43.60,0.00,CANCELLED,,credit_card,9092 Oak Ave,,TRK341358
ORD_00226,226,476,CUST_0476,2/7/2023,2023-02-27T16:21:00.000Z,PROD_011,138,7,1,379.20,181.87,932.73,223.95,11.35,47.76,42.90,processing,pending,paypal,4486 Oak Ave,,TRK184330
ORD_00227,227,324,CUST_0324,3/27/2023,2023-07-12T00:40:00.000Z,PROD_180,150,10,4,495.13,67.17,383.99,602.65,17.05,16.96,10.79,CANCELLED,returned,credit_card,9663 Main St,,TRK625449
ORD_00228,228,250,CUST_0250,9/19/2023,2023-08-20T04:01:00.000Z,PROD_172,144,7,2,428.09,346.03,270.45,448.95,9.85,49.17,0.00,SHIPPED,SHIPPED,paypal,7376 Oak Ave,,TRK126974
ORD_00229,229,163,CUST_0163,2/5/2023,2023-04-06T14:01:00.000Z,PROD_046,7,6,5,305.12,350.44,843.11,450.89,11.64,50.87,0.00,delivered,processing,cash,7200 Main St,,
ORD_00230,230,209,CUST_0209,3/17/2023,2023-09-01T09:47:00.000Z,PROD_135,158,7,4,388.21,115.47,538.27,218.44,0.00,45.95,0.00,,delivered,debit_card,3492 Oak Ave,Special delivery instructions,TRK138492
ORD_00231,231,295,CUST_0295,2023-08-06,2023-03-25T17:44:00.000Z,PROD_036,71,2,5,16.35,217.72,436.96,780.10,10.20,3.73,0.00,CANCELLED,SHIPPED,bank_transfer,4638 Main St,,
ORD_00232,232,208,CUST_0208,2023-06-06,2023-08-08T15:44:00.000Z,PROD_090,59,2,3,261.38,188.29,741.22,517.02,5.35,37.87,0.00,processing,pending,debit_card,9071 Oak Ave,Special delivery instructions,TRK558825
ORD_00233,233,311,CUST_0311,2023-12-20,,PROD_068,154,7,5,248.43,59.61,672.15,222.72,14.66,30.13,0.00,CANCELLED,pending,cash,4683 Pine Rd,,
ORD_00234,234,148,CUST_0148,5/16/2023,2023-03-20T04:35:00.000Z,PROD_057,99,3,2,426.06,299.74,331.55,225.62,21.25,45.91,0.00,delivered,processing,paypal,4729 Pine Rd,,
ORD_00235,235,444,CUST_0444,2/20/2023,2023-04-16T21:49:00.000Z,PROD_102,137,8,2,375.47,227.15,135.77,66.16,5.35,12.57,4.45,delivered,returned,paypal,1897 Pine Rd,,TRK130640
ORD_00236,236,341,CUST_0341,12/25/2023,,PROD_158,126,5,5,339.00,332.12,237.71,784.38,0.00,15.54,33.18,delivered,CANCELLED,credit_card,7033 Oak Ave,,
ORD_00237,237,285,CUST_0285,2023-12-21,2023-10-03T00:12:00.000Z,PROD_194,105,10,1,345.67,71.11,963.34,647.56,0.00,11.53,0.00,SHIPPED,pending,credit_card,1823 Oak Ave,Special delivery instructions,TRK133123
ORD_00238,238,418,CUST_0418,2023-03-22,2023-11-09T16:54:00.000Z,PROD_122,116,1,1,190.80,53.02,851.86,223.70,6.32,11.96,0.00,pending,pending,cash,3593 Oak Ave,,TRK629859
ORD_00239,239,130,CUST_0130,10/16/2023,2023-11-21T18:05:00.000Z,PROD_118,55,8,1,53.37,190.43,328.11,573.75,13.66,35.45,48.35,,processing,paypal,9329 Pine Rd,Special delivery instructions,TRK437517
ORD_00240,240,250,CUST_0250,11/22/2023,2023-08-24T14:12:00.000Z,PROD_184,131,9,1,111.19,231.66,101.08,179.61,7.55,11.78,0.00,processing,SHIPPED,debit_card,2471 Main St,,TRK752183
ORD_00241,241,376,CUST_0376,12/13/2023,2023-09-09T23:10:00.000Z,PROD_106,32,2,1,359.98,208.31,430.40,464.27,16.24,43.25,47.77,,SHIPPED,credit_card,2555 Oak Ave,,
ORD_00242,242,215,CUST_0215,,2023-05-28T06:09:00.000Z,PROD_168,15,9,3,447.49,185.81,621.04,278.41,16.80,24.60,0.00,SHIPPED,SHIPPED,bank_transfer,3576 Oak Ave,,TRK343988
ORD_00243,243,95,CUST_0095,5/25/2023,2023-12-02T23:49:00.000Z,PROD_169,24,3,3,463.43,106.38,927.90,591.81,12.31,40.50,0.00,SHIPPED,returned,debit_card,8252 Oak Ave,Special delivery instructions,
ORD_00244,244,124,CUST_0124,11/8/2023,2023-06-09T03:20:00.000Z,PROD_136,146,4,4,114.57,134.94,243.93,208.80,0.00,46.02,12.21,CANCELLED,returned,debit_card,1372 Pine Rd,,
ORD_00245,245,309,CUST_0309,2023-07-07,2023-04-03T08:09:00.000Z,PROD_186,170,2,5,248.89,132.12,450.44,385.95,23.68,22.32,5.76,CANCELLED,delivered,cash,6129 Main St,Special delivery instructions,
ORD_00246,246,70,CUST_0070,10/27/2023,2023-09-03T17:11:00.000Z,PROD_066,96,2,3,469.62,221.24,393.50,563.94,17.84,30.35,0.00,SHIPPED,CANCELLED,credit_card,6721 Oak Ave,Special delivery instructions,TRK779198
ORD_00247,247,58,CUST_0058,12/10/2023,2023-01-11T03:09:00.000Z,PROD_091,11,5,5,402.37,394.00,813.59,673.09,0.00,15.01,0.00,pending,delivered,debit_card,867 Pine Rd,,TRK700681
ORD_00248,248,122,CUST_0122,4/9/2023,2023-06-19T05:22:00.000Z,PROD_167,79,6,4,143.84,58.13,751.60,458.56,0.00,14.38,0.00,returned,returned,cash,7734 Oak Ave,,TRK876803
ORD_00249,249,482,CUST_0482,1/6/2023,2023-01-01T08:07:00.000Z,PROD_081,159,8,2,226.66,117.64,327.78,526.34,20.55,8.21,0.00,processing,CANCELLED,bank_transfer,232 Oak Ave,Special delivery instructions,
ORD_00250,250,315,CUST_0315,12/19/2023,2023-08-17T09:35:00.000Z,PROD_087,7,6,3,266.86,211.51,149.66,361.51,24.78,45.40,48.84,SHIPPED,CANCELLED,paypal,9307 Main St,,TRK810166
ORD_00251,251,125,CUST_0125,11/10/2023,2023-01-10T08:30:00.000Z,PROD_007,137,9,2,55.77,233.49,530.27,339.79,22.76,45.20,0.00,CANCELLED,pending,bank_transfer,2356 Main St,Special delivery instructions,TRK391273
ORD_00252,252,25,CUST_0025,2023-03-19,2023-12-23T19:35:00.000Z,PROD_120,117,1,3,161.68,349.24,164.98,111.44,9.91,5.44,0.00,returned,,credit_card,5405 Main St,,TRK875945
ORD_00253,253,229,CUST_0229,10/11/2023,2023-07-03T08:43:00.000Z,PROD_039,51,1,2,54.80,23.55,935.60,335.48,8.58,20.04,0.00,returned,returned,bank_transfer,7785 Oak Ave,,
ORD_00254,254,455,CUST_0455,5/18/2023,2023-02-23T15:13:00.000Z,PROD_051,195,9,4,451.34,197.83,71.93,836.63,18.66,40.56,47.90,pending,pending,debit_card,6407 Pine Rd,,
ORD_00255,255,376,CUST_0376,2023-11-30,2023-06-24T18:52:00.000Z,PROD_074,81,3,1,265.03,403.59,349.60,749.03,21.54,50.76,0.00,processing,pending,cash,3853 Oak Ave,,TRK980256
ORD_00256,256,231,CUST_0231,1/23/2023,2023-06-15T19:28:00.000Z,PROD_070,66,7,3,309.43,339.81,798.43,704.90,10.34,41.80,0.00,delivered,,credit_card,279 Main St,,TRK642882
ORD_00257,257,90,CUST_0090,2023-03-26,2023-04-01T23:51:00.000Z,PROD_100,145,8,4,28.64,354.57,165.57,389.75,0.00,16.65,41.75,,,credit_card,2330 Main St,,
